Board Size,Initial Infected Pop,Initial Human Pop,Turns,Total Heal,Total Skip,Zombies Cured,Humans Vaccinated,Humans Escaped,Final Human Pop





Small,4,24,74,17,0,16,1,11,19


